(0.0 0.0 0.0)
(0.0 0.0 0.04082)
(0.0 0.0 0.08163)
(0.0 0.0 0.12245)
(0.0 0.0 0.16327)
(0.0 0.0 0.20408)
(0.0 0.0 0.2449)
(0.0 0.0 0.28571)
(0.0 0.0 0.32653)
(0.0 0.0 0.36735)
(0.0 0.0 0.40816)
(0.0 0.0 0.44898)
(0.0 0.0 0.4898)
(0.0 0.0 0.53061)
(0.0 0.0 0.57143)
(0.0 0.0 0.61224)
(0.0 0.0 0.65306)
(0.0 0.0 0.69388)
(0.0 0.0 0.73469)
(0.0 0.0 0.77551)
(0.0 0.0 0.81633)
(0.0 0.0 0.85714)
(0.0 0.0 0.89796)
(0.0 0.0 0.93878)
(0.0 0.0 0.97959)
(0.0 0.0 1.02041)
(0.0 0.0 1.06122)
(0.0 0.0 1.10204)
(0.0 0.0 1.14286)
(0.0 0.0 1.18367)
(0.0 0.0 1.22449)
(0.0 0.0 1.26531)
(0.0 0.0 1.30612)
(0.0 0.0 1.34694)
(0.0 0.0 1.38776)
(0.0 0.0 1.42857)
(0.0 0.0 1.46939)
(0.0 0.0 1.5102)
(0.0 0.0 1.55102)
(0.0 0.0 1.59184)
(0.0 0.0 1.63265)
(0.0 0.0 1.67347)
(0.0 0.0 1.71429)
(0.0 0.0 1.7551)
(0.0 0.0 1.79592)
(0.0 0.0 1.83673)
(0.0 0.0 1.87755)
(0.0 0.0 1.91837)
(0.0 0.0 1.95918)
(0.0 0.0 2.0)
(0.0 0.2 0.0)
(0.0 0.2 0.04082)
(0.0 0.2 0.08163)
(0.0 0.2 0.12245)
(0.0 0.2 0.16327)
(0.0 0.2 0.20408)
(0.0 0.2 0.2449)
(0.0 0.2 0.28571)
(0.0 0.2 0.32653)
(0.0 0.2 0.36735)
(0.0 0.2 0.40816)
(0.0 0.2 0.44898)
(0.0 0.2 0.4898)
(0.0 0.2 0.53061)
(0.0 0.2 0.57143)
(0.0 0.2 0.61224)
(0.0 0.2 0.65306)
(0.0 0.2 0.69388)
(0.0 0.2 0.73469)
(0.0 0.2 0.77551)
(0.0 0.2 0.81633)
(0.0 0.2 0.85714)
(0.0 0.2 0.89796)
(0.0 0.2 0.93878)
(0.0 0.2 0.97959)
(0.0 0.2 1.02041)
(0.0 0.2 1.06122)
(0.0 0.2 1.10204)
(0.0 0.2 1.14286)
(0.0 0.2 1.18367)
(0.0 0.2 1.22449)
(0.0 0.2 1.26531)
(0.0 0.2 1.30612)
(0.0 0.2 1.34694)
(0.0 0.2 1.38776)
(0.0 0.2 1.42857)
(0.0 0.2 1.46939)
(0.0 0.2 1.5102)
(0.0 0.2 1.55102)
(0.0 0.2 1.59184)
(0.0 0.2 1.63265)
(0.0 0.2 1.67347)
(0.0 0.2 1.71429)
(0.0 0.2 1.7551)
(0.0 0.2 1.79592)
(0.0 0.2 1.83673)
(0.0 0.2 1.87755)
(0.0 0.2 1.91837)
(0.0 0.2 1.95918)
(0.0 0.2 2.0)
(0.20833 0.0 0.0)
(0.20833 0.0 0.04082)
(0.20833 0.0 0.08163)
(0.20833 0.0 0.12245)
(0.20833 0.0 0.16327)
(0.20833 0.0 0.20408)
(0.20833 0.0 0.2449)
(0.20833 0.0 0.28571)
(0.20833 0.0 0.32653)
(0.20833 0.0 0.36735)
(0.20833 0.0 0.40816)
(0.20833 0.0 0.44898)
(0.20833 0.0 0.4898)
(0.20833 0.0 0.53061)
(0.20833 0.0 0.57143)
(0.20833 0.0 0.61224)
(0.20833 0.0 0.65306)
(0.20833 0.0 0.69388)
(0.20833 0.0 0.73469)
(0.20833 0.0 0.77551)
(0.20833 0.0 0.81633)
(0.20833 0.0 0.85714)
(0.20833 0.0 0.89796)
(0.20833 0.0 0.93878)
(0.20833 0.0 0.97959)
(0.20833 0.0 1.02041)
(0.20833 0.0 1.06122)
(0.20833 0.0 1.10204)
(0.20833 0.0 1.14286)
(0.20833 0.0 1.18367)
(0.20833 0.0 1.22449)
(0.20833 0.0 1.26531)
(0.20833 0.0 1.30612)
(0.20833 0.0 1.34694)
(0.20833 0.0 1.38776)
(0.20833 0.0 1.42857)
(0.20833 0.0 1.46939)
(0.20833 0.0 1.5102)
(0.20833 0.0 1.55102)
(0.20833 0.0 1.59184)
(0.20833 0.0 1.63265)
(0.20833 0.0 1.67347)
(0.20833 0.0 1.71429)
(0.20833 0.0 1.7551)
(0.20833 0.0 1.79592)
(0.20833 0.0 1.83673)
(0.20833 0.0 1.87755)
(0.20833 0.0 1.91837)
(0.20833 0.0 1.95918)
(0.20833 0.0 2.0)
(0.20833 0.2 0.0)
(0.20833 0.2 0.04082)
(0.20833 0.2 0.08163)
(0.20833 0.2 0.12245)
(0.20833 0.2 0.16327)
(0.20833 0.2 0.20408)
(0.20833 0.2 0.2449)
(0.20833 0.2 0.28571)
(0.20833 0.2 0.32653)
(0.20833 0.2 0.36735)
(0.20833 0.2 0.40816)
(0.20833 0.2 0.44898)
(0.20833 0.2 0.4898)
(0.20833 0.2 0.53061)
(0.20833 0.2 0.57143)
(0.20833 0.2 0.61224)
(0.20833 0.2 0.65306)
(0.20833 0.2 0.69388)
(0.20833 0.2 0.73469)
(0.20833 0.2 0.77551)
(0.20833 0.2 0.81633)
(0.20833 0.2 0.85714)
(0.20833 0.2 0.89796)
(0.20833 0.2 0.93878)
(0.20833 0.2 0.97959)
(0.20833 0.2 1.02041)
(0.20833 0.2 1.06122)
(0.20833 0.2 1.10204)
(0.20833 0.2 1.14286)
(0.20833 0.2 1.18367)
(0.20833 0.2 1.22449)
(0.20833 0.2 1.26531)
(0.20833 0.2 1.30612)
(0.20833 0.2 1.34694)
(0.20833 0.2 1.38776)
(0.20833 0.2 1.42857)
(0.20833 0.2 1.46939)
(0.20833 0.2 1.5102)
(0.20833 0.2 1.55102)
(0.20833 0.2 1.59184)
(0.20833 0.2 1.63265)
(0.20833 0.2 1.67347)
(0.20833 0.2 1.71429)
(0.20833 0.2 1.7551)
(0.20833 0.2 1.79592)
(0.20833 0.2 1.83673)
(0.20833 0.2 1.87755)
(0.20833 0.2 1.91837)
(0.20833 0.2 1.95918)
(0.20833 0.2 2.0)
(0.41667 0.0 0.0)
(0.41667 0.0 0.04082)
(0.41667 0.0 0.08163)
(0.41667 0.0 0.12245)
(0.41667 0.0 0.16327)
(0.41667 0.0 0.20408)
(0.41667 0.0 0.2449)
(0.41667 0.0 0.28571)
(0.41667 0.0 0.32653)
(0.41667 0.0 0.36735)
(0.41667 0.0 0.40816)
(0.41667 0.0 0.44898)
(0.41667 0.0 0.4898)
(0.41667 0.0 0.53061)
(0.41667 0.0 0.57143)
(0.41667 0.0 0.61224)
(0.41667 0.0 0.65306)
(0.41667 0.0 0.69388)
(0.41667 0.0 0.73469)
(0.41667 0.0 0.77551)
(0.41667 0.0 0.81633)
(0.41667 0.0 0.85714)
(0.41667 0.0 0.89796)
(0.41667 0.0 0.93878)
(0.41667 0.0 0.97959)
(0.41667 0.0 1.02041)
(0.41667 0.0 1.06122)
(0.41667 0.0 1.10204)
(0.41667 0.0 1.14286)
(0.41667 0.0 1.18367)
(0.41667 0.0 1.22449)
(0.41667 0.0 1.26531)
(0.41667 0.0 1.30612)
(0.41667 0.0 1.34694)
(0.41667 0.0 1.38776)
(0.41667 0.0 1.42857)
(0.41667 0.0 1.46939)
(0.41667 0.0 1.5102)
(0.41667 0.0 1.55102)
(0.41667 0.0 1.59184)
(0.41667 0.0 1.63265)
(0.41667 0.0 1.67347)
(0.41667 0.0 1.71429)
(0.41667 0.0 1.7551)
(0.41667 0.0 1.79592)
(0.41667 0.0 1.83673)
(0.41667 0.0 1.87755)
(0.41667 0.0 1.91837)
(0.41667 0.0 1.95918)
(0.41667 0.0 2.0)
(0.41667 0.2 0.0)
(0.41667 0.2 0.04082)
(0.41667 0.2 0.08163)
(0.41667 0.2 0.12245)
(0.41667 0.2 0.16327)
(0.41667 0.2 0.20408)
(0.41667 0.2 0.2449)
(0.41667 0.2 0.28571)
(0.41667 0.2 0.32653)
(0.41667 0.2 0.36735)
(0.41667 0.2 0.40816)
(0.41667 0.2 0.44898)
(0.41667 0.2 0.4898)
(0.41667 0.2 0.53061)
(0.41667 0.2 0.57143)
(0.41667 0.2 0.61224)
(0.41667 0.2 0.65306)
(0.41667 0.2 0.69388)
(0.41667 0.2 0.73469)
(0.41667 0.2 0.77551)
(0.41667 0.2 0.81633)
(0.41667 0.2 0.85714)
(0.41667 0.2 0.89796)
(0.41667 0.2 0.93878)
(0.41667 0.2 0.97959)
(0.41667 0.2 1.02041)
(0.41667 0.2 1.06122)
(0.41667 0.2 1.10204)
(0.41667 0.2 1.14286)
(0.41667 0.2 1.18367)
(0.41667 0.2 1.22449)
(0.41667 0.2 1.26531)
(0.41667 0.2 1.30612)
(0.41667 0.2 1.34694)
(0.41667 0.2 1.38776)
(0.41667 0.2 1.42857)
(0.41667 0.2 1.46939)
(0.41667 0.2 1.5102)
(0.41667 0.2 1.55102)
(0.41667 0.2 1.59184)
(0.41667 0.2 1.63265)
(0.41667 0.2 1.67347)
(0.41667 0.2 1.71429)
(0.41667 0.2 1.7551)
(0.41667 0.2 1.79592)
(0.41667 0.2 1.83673)
(0.41667 0.2 1.87755)
(0.41667 0.2 1.91837)
(0.41667 0.2 1.95918)
(0.41667 0.2 2.0)
(0.625 0.0 0.0)
(0.625 0.0 0.04082)
(0.625 0.0 0.08163)
(0.625 0.0 0.12245)
(0.625 0.0 0.16327)
(0.625 0.0 0.20408)
(0.625 0.0 0.2449)
(0.625 0.0 0.28571)
(0.625 0.0 0.32653)
(0.625 0.0 0.36735)
(0.625 0.0 0.40816)
(0.625 0.0 0.44898)
(0.625 0.0 0.4898)
(0.625 0.0 0.53061)
(0.625 0.0 0.57143)
(0.625 0.0 0.61224)
(0.625 0.0 0.65306)
(0.625 0.0 0.69388)
(0.625 0.0 0.73469)
(0.625 0.0 0.77551)
(0.625 0.0 0.81633)
(0.625 0.0 0.85714)
(0.625 0.0 0.89796)
(0.625 0.0 0.93878)
(0.625 0.0 0.97959)
(0.625 0.0 1.02041)
(0.625 0.0 1.06122)
(0.625 0.0 1.10204)
(0.625 0.0 1.14286)
(0.625 0.0 1.18367)
(0.625 0.0 1.22449)
(0.625 0.0 1.26531)
(0.625 0.0 1.30612)
(0.625 0.0 1.34694)
(0.625 0.0 1.38776)
(0.625 0.0 1.42857)
(0.625 0.0 1.46939)
(0.625 0.0 1.5102)
(0.625 0.0 1.55102)
(0.625 0.0 1.59184)
(0.625 0.0 1.63265)
(0.625 0.0 1.67347)
(0.625 0.0 1.71429)
(0.625 0.0 1.7551)
(0.625 0.0 1.79592)
(0.625 0.0 1.83673)
(0.625 0.0 1.87755)
(0.625 0.0 1.91837)
(0.625 0.0 1.95918)
(0.625 0.0 2.0)
(0.625 0.2 0.0)
(0.625 0.2 0.04082)
(0.625 0.2 0.08163)
(0.625 0.2 0.12245)
(0.625 0.2 0.16327)
(0.625 0.2 0.20408)
(0.625 0.2 0.2449)
(0.625 0.2 0.28571)
(0.625 0.2 0.32653)
(0.625 0.2 0.36735)
(0.625 0.2 0.40816)
(0.625 0.2 0.44898)
(0.625 0.2 0.4898)
(0.625 0.2 0.53061)
(0.625 0.2 0.57143)
(0.625 0.2 0.61224)
(0.625 0.2 0.65306)
(0.625 0.2 0.69388)
(0.625 0.2 0.73469)
(0.625 0.2 0.77551)
(0.625 0.2 0.81633)
(0.625 0.2 0.85714)
(0.625 0.2 0.89796)
(0.625 0.2 0.93878)
(0.625 0.2 0.97959)
(0.625 0.2 1.02041)
(0.625 0.2 1.06122)
(0.625 0.2 1.10204)
(0.625 0.2 1.14286)
(0.625 0.2 1.18367)
(0.625 0.2 1.22449)
(0.625 0.2 1.26531)
(0.625 0.2 1.30612)
(0.625 0.2 1.34694)
(0.625 0.2 1.38776)
(0.625 0.2 1.42857)
(0.625 0.2 1.46939)
(0.625 0.2 1.5102)
(0.625 0.2 1.55102)
(0.625 0.2 1.59184)
(0.625 0.2 1.63265)
(0.625 0.2 1.67347)
(0.625 0.2 1.71429)
(0.625 0.2 1.7551)
(0.625 0.2 1.79592)
(0.625 0.2 1.83673)
(0.625 0.2 1.87755)
(0.625 0.2 1.91837)
(0.625 0.2 1.95918)
(0.625 0.2 2.0)
(0.83333 0.0 0.0)
(0.83333 0.0 0.04082)
(0.83333 0.0 0.08163)
(0.83333 0.0 0.12245)
(0.83333 0.0 0.16327)
(0.83333 0.0 0.20408)
(0.83333 0.0 0.2449)
(0.83333 0.0 0.28571)
(0.83333 0.0 0.32653)
(0.83333 0.0 0.36735)
(0.83333 0.0 0.40816)
(0.83333 0.0 0.44898)
(0.83333 0.0 0.4898)
(0.83333 0.0 0.53061)
(0.83333 0.0 0.57143)
(0.83333 0.0 0.61224)
(0.83333 0.0 0.65306)
(0.83333 0.0 0.69388)
(0.83333 0.0 0.73469)
(0.83333 0.0 0.77551)
(0.83333 0.0 0.81633)
(0.83333 0.0 0.85714)
(0.83333 0.0 0.89796)
(0.83333 0.0 0.93878)
(0.83333 0.0 0.97959)
(0.83333 0.0 1.02041)
(0.83333 0.0 1.06122)
(0.83333 0.0 1.10204)
(0.83333 0.0 1.14286)
(0.83333 0.0 1.18367)
(0.83333 0.0 1.22449)
(0.83333 0.0 1.26531)
(0.83333 0.0 1.30612)
(0.83333 0.0 1.34694)
(0.83333 0.0 1.38776)
(0.83333 0.0 1.42857)
(0.83333 0.0 1.46939)
(0.83333 0.0 1.5102)
(0.83333 0.0 1.55102)
(0.83333 0.0 1.59184)
(0.83333 0.0 1.63265)
(0.83333 0.0 1.67347)
(0.83333 0.0 1.71429)
(0.83333 0.0 1.7551)
(0.83333 0.0 1.79592)
(0.83333 0.0 1.83673)
(0.83333 0.0 1.87755)
(0.83333 0.0 1.91837)
(0.83333 0.0 1.95918)
(0.83333 0.0 2.0)
(0.83333 0.2 0.0)
(0.83333 0.2 0.04082)
(0.83333 0.2 0.08163)
(0.83333 0.2 0.12245)
(0.83333 0.2 0.16327)
(0.83333 0.2 0.20408)
(0.83333 0.2 0.2449)
(0.83333 0.2 0.28571)
(0.83333 0.2 0.32653)
(0.83333 0.2 0.36735)
(0.83333 0.2 0.40816)
(0.83333 0.2 0.44898)
(0.83333 0.2 0.4898)
(0.83333 0.2 0.53061)
(0.83333 0.2 0.57143)
(0.83333 0.2 0.61224)
(0.83333 0.2 0.65306)
(0.83333 0.2 0.69388)
(0.83333 0.2 0.73469)
(0.83333 0.2 0.77551)
(0.83333 0.2 0.81633)
(0.83333 0.2 0.85714)
(0.83333 0.2 0.89796)
(0.83333 0.2 0.93878)
(0.83333 0.2 0.97959)
(0.83333 0.2 1.02041)
(0.83333 0.2 1.06122)
(0.83333 0.2 1.10204)
(0.83333 0.2 1.14286)
(0.83333 0.2 1.18367)
(0.83333 0.2 1.22449)
(0.83333 0.2 1.26531)
(0.83333 0.2 1.30612)
(0.83333 0.2 1.34694)
(0.83333 0.2 1.38776)
(0.83333 0.2 1.42857)
(0.83333 0.2 1.46939)
(0.83333 0.2 1.5102)
(0.83333 0.2 1.55102)
(0.83333 0.2 1.59184)
(0.83333 0.2 1.63265)
(0.83333 0.2 1.67347)
(0.83333 0.2 1.71429)
(0.83333 0.2 1.7551)
(0.83333 0.2 1.79592)
(0.83333 0.2 1.83673)
(0.83333 0.2 1.87755)
(0.83333 0.2 1.91837)
(0.83333 0.2 1.95918)
(0.83333 0.2 2.0)
(1.04167 0.0 0.0)
(1.04167 0.0 0.04082)
(1.04167 0.0 0.08163)
(1.04167 0.0 0.12245)
(1.04167 0.0 0.16327)
(1.04167 0.0 0.20408)
(1.04167 0.0 0.2449)
(1.04167 0.0 0.28571)
(1.04167 0.0 0.32653)
(1.04167 0.0 0.36735)
(1.04167 0.0 0.40816)
(1.04167 0.0 0.44898)
(1.04167 0.0 0.4898)
(1.04167 0.0 0.53061)
(1.04167 0.0 0.57143)
(1.04167 0.0 0.61224)
(1.04167 0.0 0.65306)
(1.04167 0.0 0.69388)
(1.04167 0.0 0.73469)
(1.04167 0.0 0.77551)
(1.04167 0.0 0.81633)
(1.04167 0.0 0.85714)
(1.04167 0.0 0.89796)
(1.04167 0.0 0.93878)
(1.04167 0.0 0.97959)
(1.04167 0.0 1.02041)
(1.04167 0.0 1.06122)
(1.04167 0.0 1.10204)
(1.04167 0.0 1.14286)
(1.04167 0.0 1.18367)
(1.04167 0.0 1.22449)
(1.04167 0.0 1.26531)
(1.04167 0.0 1.30612)
(1.04167 0.0 1.34694)
(1.04167 0.0 1.38776)
(1.04167 0.0 1.42857)
(1.04167 0.0 1.46939)
(1.04167 0.0 1.5102)
(1.04167 0.0 1.55102)
(1.04167 0.0 1.59184)
(1.04167 0.0 1.63265)
(1.04167 0.0 1.67347)
(1.04167 0.0 1.71429)
(1.04167 0.0 1.7551)
(1.04167 0.0 1.79592)
(1.04167 0.0 1.83673)
(1.04167 0.0 1.87755)
(1.04167 0.0 1.91837)
(1.04167 0.0 1.95918)
(1.04167 0.0 2.0)
(1.04167 0.2 0.0)
(1.04167 0.2 0.04082)
(1.04167 0.2 0.08163)
(1.04167 0.2 0.12245)
(1.04167 0.2 0.16327)
(1.04167 0.2 0.20408)
(1.04167 0.2 0.2449)
(1.04167 0.2 0.28571)
(1.04167 0.2 0.32653)
(1.04167 0.2 0.36735)
(1.04167 0.2 0.40816)
(1.04167 0.2 0.44898)
(1.04167 0.2 0.4898)
(1.04167 0.2 0.53061)
(1.04167 0.2 0.57143)
(1.04167 0.2 0.61224)
(1.04167 0.2 0.65306)
(1.04167 0.2 0.69388)
(1.04167 0.2 0.73469)
(1.04167 0.2 0.77551)
(1.04167 0.2 0.81633)
(1.04167 0.2 0.85714)
(1.04167 0.2 0.89796)
(1.04167 0.2 0.93878)
(1.04167 0.2 0.97959)
(1.04167 0.2 1.02041)
(1.04167 0.2 1.06122)
(1.04167 0.2 1.10204)
(1.04167 0.2 1.14286)
(1.04167 0.2 1.18367)
(1.04167 0.2 1.22449)
(1.04167 0.2 1.26531)
(1.04167 0.2 1.30612)
(1.04167 0.2 1.34694)
(1.04167 0.2 1.38776)
(1.04167 0.2 1.42857)
(1.04167 0.2 1.46939)
(1.04167 0.2 1.5102)
(1.04167 0.2 1.55102)
(1.04167 0.2 1.59184)
(1.04167 0.2 1.63265)
(1.04167 0.2 1.67347)
(1.04167 0.2 1.71429)
(1.04167 0.2 1.7551)
(1.04167 0.2 1.79592)
(1.04167 0.2 1.83673)
(1.04167 0.2 1.87755)
(1.04167 0.2 1.91837)
(1.04167 0.2 1.95918)
(1.04167 0.2 2.0)
(1.25 0.0 0.0)
(1.25 0.0 0.04082)
(1.25 0.0 0.08163)
(1.25 0.0 0.12245)
(1.25 0.0 0.16327)
(1.25 0.0 0.20408)
(1.25 0.0 0.2449)
(1.25 0.0 0.28571)
